Date,Open,High,Low,Close,Adj Close,Volume
2012-10-16,430.000000,432.475006,411.424988,413.000000,363.678650,180670
2012-10-17,418.000000,418.000000,409.500000,413.100006,363.766663,188440
2012-10-18,415.500000,420.325012,412.174988,418.274994,368.323700,502566
2012-10-19,420.000000,420.000000,410.350006,411.700012,362.533905,135910
2012-10-22,411.750000,419.200012,409.600006,417.200012,367.377075,204406
2012-10-23,417.500000,420.000000,412.049988,413.899994,364.471100,150854
2012-10-25,416.500000,431.774994,414.649994,428.774994,377.569763,964982
2012-10-29,441.500000,449.549988,440.899994,444.024994,390.998566,260698
2012-10-30,446.950012,449.450012,434.500000,436.899994,384.724487,197322
2012-10-31,437.500000,444.325012,437.500000,442.125000,389.325439,203064
2012-11-01,442.500000,451.750000,440.000000,449.450012,395.775726,492498
2012-11-02,452.000000,460.325012,452.000000,458.799988,404.009064,542832
2012-11-05,457.125000,459.575012,453.399994,454.950012,400.618896,172656
2012-11-06,453.500000,459.000000,451.625000,457.200012,402.600159,137492
2012-11-07,457.500000,463.000000,455.649994,458.549988,403.788940,305422
2012-11-08,457.000000,461.524994,453.649994,456.350006,401.851685,173614
2012-11-09,460.000000,461.725006,453.500000,455.149994,400.794952,108082
2012-11-11,null,null,null,null,null,null
2012-11-12,456.549988,458.500000,449.500000,453.174988,399.055847,58920
2012-11-15,451.000000,455.000000,445.500000,450.799988,396.964447,73032
2012-11-16,452.500000,455.500000,445.950012,447.225006,393.816406,122480
2012-11-19,447.500000,456.700012,447.500000,454.399994,400.134491,176204
2012-11-20,455.000000,471.299988,455.000000,469.174988,413.145050,616076
2012-11-21,470.500000,475.500000,468.000000,471.424988,415.126373,326420
2012-11-22,470.024994,479.950012,470.024994,477.149994,420.167694,414954
2012-11-23,477.000000,478.600006,473.350006,477.075012,420.101654,244918
2012-11-26,478.500000,480.475006,460.000000,461.000000,405.946381,328002
2012-11-27,464.725006,468.325012,461.500000,464.325012,408.874298,250946
2012-11-29,462.549988,471.250000,461.000000,466.625000,410.899628,183330
2012-11-30,468.000000,474.950012,462.549988,472.424988,416.006958,240890
2012-12-03,475.000000,482.225006,473.649994,477.850006,420.784088,161934
2012-12-04,477.500000,477.850006,468.000000,469.475006,413.409302,121068
